idFactura;montoTotal;habitacion
82307;7448548;99371
82308;7739594;60712
82309;1475622;113470
82310;8093986;107996
82311;3374011;23730
82312;4285543;41904
82313;3501561;77804
82314;4342362;13562
82315;6119176;79092
82316;16828;38436
82317;854248;83728
82318;863778;77436
82319;3968115;44640
82320;6224337;47354
82321;6316122;81654
82322;7014367;38708
82323;5331903;28351
82324;1493208;13777
82325;3646059;81567
82326;6918397;49870
82327;5767249;12940
82328;7256521;105315
82329;1725748;49692
82330;8661442;72813
82331;5896703;30795
82332;3741517;47106
82333;8379720;52569
82334;4738108;42201
82335;236504;44708
82336;3253422;49869
82337;5083110;89909
82338;3715969;108115
82339;2352946;59182
82340;8420992;111432
82341;9113339;62027
82342;3552024;35275
82343;8765291;114169
82344;482866;34779
82345;6317478;102948
82346;2404668;115614
82347;9474344;15061
82348;6397883;15548
82349;3423836;98806
82350;9617940;110480
82351;6009149;61617
82352;7930380;114490
82353;8236286;87438
82354;9170768;93624
82355;7390300;19670
82356;6158103;77718
82357;4782898;65999
82358;9756555;69165
82359;9506345;2658
82360;9381016;77311
82361;2783342;93727
82362;3783863;83061
82363;1048912;109043
82364;3186565;91344
82365;1559244;94216
82366;757021;3025
82367;270156;52780
82368;6391142;83540
82369;2175755;6943
82370;7516725;104530
82371;4578579;93439
82372;9980119;44715
82373;5461575;35421
82374;1097104;37483
82375;7092790;15920
82376;7593412;103037
82377;1969365;38057
82378;8879792;52240
82379;2117800;60662
82380;4007381;48258
82381;6461286;74065
82382;5774731;69874
82383;6788681;42379
82384;6063900;78902
82385;310575;34722
82386;7240281;47963
82387;4921377;79132
82388;5075446;75464
82389;6504478;81525
82390;1352860;51858
82391;3980199;101042
82392;7385797;108476
82393;7845273;104563
82394;9686972;15705
82395;5477604;34006
82396;5460087;16627
82397;3969813;65902
82398;5951807;72856
82399;3511424;104869
82400;1339310;103633
82401;3925559;118091
82402;3750946;71472
82403;6517078;95402
82404;7618333;93530
82405;8640392;60042
82406;3980960;85761
82407;5769057;98980
82408;6282455;43604
82409;1887165;98715
82410;9328718;110082
82411;8061172;103480
82412;5298029;50681
82413;8406608;40589
82414;9544591;75725
82415;3484878;62470
82416;492336;93563
82417;8084563;112691
82418;6381980;70167
82419;4343302;109159
82420;4259130;2190
82421;8910849;112163
82422;5249050;56833
82423;2462880;31426
82424;4764737;99826
82425;2287491;27650
82426;1877926;91240
82427;385851;78182
82428;5167618;30541
82429;2948020;23182
82430;476810;70142
82431;7636707;119183
82432;7175200;116853
82433;2690540;68854
82434;8006614;51366
82435;9022485;67138
82436;5186601;35691
82437;7580925;113999
82438;8118143;115164
82439;5017781;101350
82440;1386933;73182
82441;9589659;10967
82442;9242505;119993
82443;6282517;89634
82444;6876602;6899
82445;4831814;64711
82446;992678;7571
82447;9231238;44386
82448;5259552;78731
82449;5205367;21038
82450;4647428;116598
82451;9989341;49246
82452;4981123;68533
82453;9191050;20383
82454;1402874;55058
82455;2427413;18925
82456;5505403;34477
82457;4496378;54984
82458;9552444;21123
82459;9915901;87306
82460;5405332;94964
82461;3394557;58235
82462;4118858;2709
82463;2848624;56514
82464;1049044;4566
82465;5735049;98417
82466;3023180;64554
82467;7169481;81402
82468;6863746;96245
82469;758417;50194
82470;5803923;109319
82471;5903671;65163
82472;1644550;43337
82473;8045412;75293
82474;6116350;9124
82475;7868504;57701
82476;6873963;52236
82477;6291819;5472
82478;7161638;17254
82479;1589596;104184
82480;685469;45107
82481;2049134;81124
82482;6022567;62059
82483;6180088;107509
82484;4403807;5682
82485;4858492;28458
82486;2715426;30661
82487;6578371;89645
82488;442929;113989
82489;6104306;12861
82490;8805211;90659
82491;81480;38486
82492;5840144;110094
82493;2242236;9116
82494;4247419;74991
82495;6465188;36661
82496;9026544;18597
82497;856057;119515
82498;4111880;95937
82499;1558111;76857
82500;2461069;84184
82501;7134352;108286
82502;115858;20019
82503;9871232;26474
82504;9910158;101576
82505;8749816;51854
82506;7605215;77285
82507;4135487;46582
82508;2455828;13428
82509;2600993;38231
82510;9099550;38103
82511;4865411;94122
82512;9547870;80664
82513;4843637;45095
82514;4588209;117604
82515;405110;49710
82516;7924067;26474
82517;5315736;1295
82518;6616113;97382
82519;5021320;19272
82520;9510199;41596
82521;5322797;26278
82522;4176224;92613
82523;5237257;4259
82524;7124070;38386
82525;4168847;117557
82526;1279230;10250
82527;2424884;34871
82528;3731739;17851
82529;1672879;114022
82530;1352886;18956
82531;4802658;65138
82532;2599504;10870
82533;3394466;106080
82534;7506392;27203
82535;4916892;60856
82536;355350;25322
82537;1077853;17826
82538;191023;29385
82539;5531849;40606
82540;8938553;102776
82541;7842251;65519
82542;3957009;65087
82543;7016605;18820
82544;7768752;52722
82545;3025970;98988
82546;4749135;13035
82547;9707303;39959
82548;4504292;71769
82549;5971774;63250
82550;8267597;87509
82551;2198360;11386
82552;6771622;81555
82553;2970706;24500
82554;7970993;60455
82555;9342440;44866
82556;1032414;59283
82557;4095615;52569
82558;6269498;107768
82559;780178;109079
82560;8588775;110758
82561;9430409;53439
82562;7632006;64848
82563;1215146;25075
82564;4360796;17440
82565;639111;77481
82566;7190240;57068
82567;5231440;83417
82568;1907277;40505
82569;2246657;9154
82570;4281081;86991
82571;8872646;113155
82572;3491903;80650
82573;252286;43543
82574;35498;66567
82575;281737;18909
82576;3107889;82943
82577;4353837;27181
82578;479426;57941
82579;2603275;94823
82580;6626388;114300
82581;1151268;117638
82582;2399713;81647
82583;8906844;70546
82584;1510547;6718
82585;2571041;42783
82586;9994514;41244
82587;6331873;73656
82588;550993;17159
82589;8119512;98970
82590;5094165;18939
82591;2165468;93097
82592;7498551;30401
82593;6822484;20768
82594;9540003;55206
82595;7981468;79055
82596;5515072;7962
82597;4591985;97879
82598;3019960;66638
82599;1592260;20421
82600;8301777;77898
82601;376893;77335
82602;4723103;4676
82603;3981534;66762
82604;4784182;18953
82605;9179685;37571
82606;1326059;42122
82607;2188913;79074
82608;5216963;97905
82609;7122247;61208
82610;8958332;83690
82611;5589866;83443
82612;1301217;32903
82613;2061290;78855
82614;5417102;2934
82615;8868795;36290
82616;8921382;119139
82617;9701300;50095
82618;4715754;119383
82619;7357949;17154
82620;113960;16800
82621;6344227;88659
82622;5924049;41889
82623;3454605;100200
82624;4139430;67719
82625;9418190;92472
82626;2772314;96599
82627;8970147;24059
82628;3706970;69702
82629;5725138;53131
82630;9634415;24303
82631;9958589;95245
82632;2197357;37067
82633;1019468;105401
82634;2400993;82666
82635;93073;32535
82636;660062;13105
82637;1067702;24988
82638;5601259;47110
82639;4118012;53228
82640;5166203;72585
82641;7800128;106574
82642;23857;102807
82643;1802443;103153
82644;7711425;96522
82645;8288356;32119
82646;4312382;7530
82647;7496000;61083
82648;6809980;66081
82649;3206128;102651
82650;4869637;112609
82651;7302584;6926
82652;2553031;42554
82653;7734635;36044
82654;6110048;92039
82655;1170954;74116
82656;6185981;101030
82657;4761772;91634
82658;510873;76646
82659;322114;72058
82660;8475525;27966
82661;2649569;37252
82662;8861154;4627
82663;5569433;83710
82664;8912895;116336
82665;3226730;38827
82666;4870504;1698
82667;217591;107370
82668;8331662;92019
82669;2593599;92134
82670;1904963;53885
82671;6997318;52157
82672;320456;52469
82673;6500232;11096
82674;6305004;86544
82675;7522044;45086
82676;1387576;65258
82677;3135844;9892
82678;796236;14936
82679;6182608;89103
82680;190292;52727
82681;4744040;85817
82682;4819413;27025
82683;2606096;27479
82684;4391321;63494
82685;7189760;97264
82686;2708557;64956
82687;557576;84578
82688;8763249;92995
82689;7499645;8316
82690;1956502;19804
82691;7466903;95752
82692;2803343;80531
82693;502692;115765
82694;8527802;48349
82695;2407787;107363
82696;9599037;85860
82697;5453602;15404
82698;1105393;86718
82699;9757724;10070
82700;4320332;26108
82701;8617628;96336
82702;421328;71068
82703;3612565;41058
82704;2669512;49525
82705;9912561;16466
82706;3810805;89585
82707;4859125;5838
82708;4516348;56563
82709;7450203;9918
82710;450579;83613
82711;9787903;49519
82712;7954662;96906
82713;8103126;56400
82714;9974759;75175
82715;2932123;92955
82716;9616114;88667
82717;7945250;14380
82718;8639616;30574
82719;5298339;53891
82720;8432747;77587
82721;2118684;116673
82722;7029993;75260
82723;3162374;38237
82724;2590831;28486
82725;9783197;45009
82726;1381382;56663
82727;7601689;38529
82728;2276074;39904
82729;6668498;20275
82730;4453759;30736
82731;7145198;813
82732;7694394;33560
82733;3833086;91291
82734;2418003;35708
82735;1266925;1662
82736;2120598;8516
82737;1034205;11222
82738;1146208;3268
82739;2492976;106083
82740;1327471;3355
82741;4010390;115437
82742;3752570;110495
82743;5916962;26283
82744;9240117;5812
82745;3301012;67927
82746;9824926;65915
82747;7727703;43710
82748;8714010;41195
82749;7363761;57121
82750;1438418;87020
82751;2339048;106568
82752;9587789;107974
82753;2660850;32688
82754;2746896;40664
82755;9278406;74910
82756;2109244;70246
82757;2506996;24952
82758;8672711;78010
82759;9452431;113190
82760;2715891;80057
82761;3610702;69396
82762;4747160;77186
82763;7838642;70712
82764;5438684;4536
82765;5266257;59658
82766;3410852;66103
82767;1606858;21550
82768;4455990;49640
82769;9507762;40292
82770;2146425;98488
82771;1837272;105070
82772;5922134;100830
82773;540311;70487
82774;3979978;57739
82775;4193878;108286
82776;3208925;108107
82777;6731418;16931
82778;2160667;53373
82779;8011565;9461
82780;7938464;46370
82781;4414575;44586
82782;4684049;96804
82783;9275228;111272
82784;3009642;58398
82785;1320965;78860
82786;3555539;43275
82787;1656630;33201
82788;7473449;96966
82789;1801861;17261
82790;2393305;42241
82791;5155107;57518
82792;2127186;50323
82793;2389575;112073
82794;2345555;114005
82795;3031620;27538
82796;6967261;26378
82797;4205484;11123
82798;1515156;105436
82799;3138798;53061
82800;942193;44172
82801;8349600;29566
82802;458036;65060
82803;9175371;33391
82804;5032937;12108
82805;1708900;73258
82806;2741313;45473
82807;1004949;113431
82808;9917827;36880
82809;9250144;49812
82810;9562798;77968
82811;9796606;18584
82812;9510351;50297
82813;2322773;15875
82814;3329391;60093
82815;9376093;54876
82816;8183156;36945
82817;8499118;95842
82818;7572418;102397
82819;2557986;106232
82820;3954864;20397
82821;3858162;11911
82822;982065;58751
82823;9449728;6002
82824;3712738;76528
82825;8147215;66469
82826;3683895;86703
82827;8292467;60904
82828;426924;75539
82829;7627937;23508
82830;9130358;94886
82831;7477728;15875
82832;3006917;65842
82833;8562050;8777
82834;1169968;100678
82835;4022524;64443
82836;8543027;30657
82837;3239805;103772
82838;8812762;102258
82839;9385723;89640
82840;6092887;99018
82841;1745312;43019
82842;3468394;33488
82843;6939390;95371
82844;4118920;12489
82845;9673048;71169
82846;1841729;41830
82847;6115743;112910
82848;7874580;81865
82849;3716981;87838
82850;668452;52790
82851;745700;94942
82852;9576839;52179
82853;9879528;70668
82854;4528286;80131
82855;8030128;90800
82856;6895319;110689
82857;3559300;114738
82858;7607898;8061
82859;3587737;22446
82860;9785038;14197
82861;9575325;117018
82862;2298556;81479
82863;50857;62711
82864;516322;52098
82865;2145754;116929
82866;4215079;105511
82867;8094675;92032
82868;5842893;28620
82869;5866885;80454
82870;7671472;100682
82871;6931717;113317
82872;7831903;63579
82873;2429989;100300
82874;5832249;41907
82875;3619733;8410
82876;614646;104270
82877;2124517;27030
82878;5970304;47472
82879;874147;117802
82880;19093;73218
82881;5177201;44478
82882;3434593;42649
82883;3593262;76400
82884;8907465;94697
82885;3446708;29752
82886;8369047;22051
82887;4804459;61177
82888;1657616;43397
82889;4239263;22005
82890;6497988;78622
82891;190246;109972
82892;9914454;11381
82893;5602487;99554
82894;7411327;113316
82895;1139028;20260
82896;4513388;38101
82897;1726107;41727
82898;9402200;26301
82899;5370441;35850
82900;3239442;77099
82901;5227365;79652
82902;1335219;76313
82903;1722574;43125
82904;6026118;9368
82905;6308129;116737
82906;2888765;68700
82907;431128;16351
82908;6582317;387
82909;6227533;79141
82910;3164070;23996
82911;3042957;81645
82912;592032;92787
82913;8387440;98394
82914;3552545;56182
82915;7143254;21195
82916;3676581;32261
82917;1338686;77903
82918;4216582;44052
82919;9989686;56588
82920;6457026;59555
82921;5652990;68261
82922;5535132;115996
82923;2684109;115680
82924;5411539;2915
82925;2885807;61533
82926;4661975;110190
82927;4908336;91650
82928;931705;29408
82929;8209710;118624
82930;2117779;5161
82931;3854573;102354
82932;2687413;89345
82933;5700529;36091
82934;1166435;92489
82935;5055462;96067
82936;2789362;76615
82937;6549436;95963
82938;5332666;107159
82939;4245144;101164
82940;4243797;96291
82941;5478254;70915
82942;3602640;47204
82943;7729191;50133
82944;8278782;60669
82945;6735751;5950
82946;3848672;2913
82947;399792;11629
82948;1930662;42620
82949;8227484;103409
82950;7793169;39336
82951;9836689;25537
82952;1096852;4482
82953;5309903;115308
82954;8714537;107284
82955;7967637;80004
82956;591037;59651
82957;4286239;41128
82958;2450437;1039
82959;8071677;116623
82960;4623375;11862
82961;1280912;37656
82962;3851964;20124
82963;4336775;1873
82964;5863178;16999
82965;9784997;53711
82966;9950408;8525
82967;4795397;64064
82968;663233;94163
82969;4661016;32612
82970;7124654;98075
82971;6891771;63505
82972;1670145;114622
82973;9848195;89145
82974;555808;50250
82975;8890671;1627
82976;7721603;6315
82977;4523009;76032
82978;2403640;84114
82979;9510968;47467
82980;8123932;54565
82981;7743788;56993
82982;9180012;98531
82983;9032664;113082
82984;7280265;54511
82985;8254125;107210
82986;7440617;58113
82987;7541157;119934
82988;6495917;62244
82989;9059562;1004
82990;3080631;75939
82991;9671473;105187
82992;1049495;60070
82993;3379080;15172
82994;766954;103604
82995;1242226;80331
82996;39491;29712
82997;4205404;105920
82998;8804061;118200
82999;520595;77365
83000;6675665;89126
83001;1805695;108078
83002;8908393;93693
83003;8791543;99826
83004;5800071;18019
83005;994104;26081
83006;2499356;77823
83007;4101331;52195
83008;5675806;104600
83009;7453363;25130
83010;6371422;110740
83011;4581255;57873
83012;8891130;17576
83013;8420783;16992
83014;9956855;67118
83015;1895301;49548
83016;2513998;79343
83017;8931208;48346
83018;3399055;67829
83019;893745;67928
83020;5750580;82841
83021;4659201;53586
83022;2941638;106576
83023;6606440;1592
83024;6930073;83772
83025;1016242;77244
83026;8304012;55669
83027;6973147;76317
83028;3253800;21338
83029;2337596;52426
83030;1801461;83333
83031;3585065;99386
83032;5395068;87506
83033;2395161;17534
83034;2608277;89493
83035;3062020;93086
83036;1915120;106988
83037;9304235;8440
83038;5552615;26163
83039;2719128;105736
83040;5116070;29203
83041;8952183;115147
83042;1801634;31053
83043;3464779;90288
83044;1592544;44279
83045;2909613;84750
83046;4019062;100568
83047;8879574;27102
83048;2484971;75074
83049;7456443;42693
83050;418459;92660
83051;6028373;57195
83052;7951233;102845
83053;8692774;36142
83054;1249711;19621
83055;3415786;32557
83056;4841657;47605
83057;9972197;118291
83058;3396919;20366
83059;6286496;61452
83060;7882228;49607
83061;518587;51209
83062;5755150;76954
83063;2200858;19408
83064;4070847;4841
83065;4037619;26571
83066;5646833;33561
83067;8924371;22015
83068;2411077;41463
83069;2912311;47735
83070;7693273;118541
83071;3005942;99874
83072;9300846;28096
83073;2982229;112360
83074;6519773;86228
83075;5393107;110419
83076;7614454;105206
83077;3859449;101238
83078;2754070;67249
83079;1605741;48821
83080;446810;87329
83081;7627832;10933
83082;1268454;36589
83083;5187933;85914
83084;4964119;117264
83085;3504459;75825
83086;8771132;42022
83087;382642;3147
83088;2975881;24040
83089;5591792;64978
83090;5029674;21656
83091;6494243;61724
83092;98339;48286
83093;4465635;19269
83094;28661;18185
83095;5501721;34972
83096;5344978;24049
83097;7200466;69725
83098;3792476;85782
83099;9430035;30880
83100;2958186;89948
83101;8560404;107782
83102;401637;2567
83103;326885;80737
83104;7069849;38636
83105;5391822;98137
83106;4865298;78972
83107;3931251;105405
83108;2714000;50271
83109;4774321;13184
83110;9234171;72301
83111;7662496;105436
83112;2912397;48512
83113;5532048;33095
83114;3644871;20978
83115;1473204;65186
83116;1056738;39064
83117;3806807;100007
83118;726995;14761
83119;2311201;81342
83120;3860149;98156
83121;9797189;13483
83122;652897;35039
83123;8836139;97914
83124;2950756;31376
83125;5628847;100817
83126;8184151;112279
83127;3844150;5752
83128;9631407;40441
83129;3164033;58360
83130;8700316;89459
83131;604187;53754
83132;3260513;46524
83133;1792631;103080
83134;7890374;118638
83135;2811256;50562
83136;8970908;105082
83137;7912709;84564
83138;5102217;40860
83139;8552855;53595
83140;4623366;49303
83141;7057623;72380
83142;4123269;92930
83143;124928;30399
83144;6381459;91459
83145;8458730;17836
83146;7012368;7769
83147;9791209;70025
83148;211047;9836
83149;8296882;87944
83150;7808749;21988
83151;4113627;27110
83152;1047591;59186
83153;9256544;104860
83154;2454931;78488
83155;4958816;83702
83156;1951847;56435
83157;9836014;45730
83158;9375541;111895
83159;2694086;107752
83160;7182372;79837
83161;6219383;59980
83162;4627784;12299
83163;8399112;54154
83164;2119358;74585
83165;3211727;69765
83166;7164098;23311
83167;6882211;18845
83168;7162150;43256
83169;8518367;111012
83170;8661014;112909
83171;745982;105160
83172;6962516;18038
83173;6814038;116746
83174;4138077;11803
83175;3030752;62803
83176;2590393;78107
83177;3810137;49953
83178;8708005;86239
83179;2764699;64119
83180;6400112;117427
83181;1356710;75690
83182;2716798;119701
83183;5440073;14579
83184;8430640;85013
83185;5179801;12865
83186;8809780;54281
83187;8267671;99627
83188;4188972;3532
83189;3620078;72015
83190;4937137;33340
83191;4507914;98900
83192;6966848;72035
83193;1428267;113862
83194;4076566;44838
83195;4314139;31393
83196;5028542;40785
83197;4972699;69509
83198;2743536;99542
83199;3838988;35250
83200;9893024;101593
83201;379787;45589
83202;8502667;87074
83203;2290618;111736
83204;8660452;63980
83205;6879509;2709
83206;3920756;10558
83207;2318209;112608
83208;5594052;76460
83209;1379113;10778
83210;6239231;56744
83211;5046944;64499
83212;966737;40356
83213;3545692;81571
83214;666453;26282
83215;1258299;119605
83216;4856427;50113
83217;7188436;85383
83218;9874543;53112
83219;6220506;65609
83220;5403337;83642
83221;3053849;47337
83222;5562041;79218
83223;7645491;9730
83224;5139784;68843
83225;4990007;89667
83226;5674315;79541
83227;2681231;102177
83228;4379621;109171
83229;9416999;96599
83230;7293054;89993
83231;254482;61083
83232;2218538;20720
83233;9632445;69042
83234;4576401;41931
83235;3164839;84661
83236;6801724;52572
83237;5542371;100809
83238;3287286;5222
83239;1687508;114254
83240;3556069;56503
83241;9653170;63625
83242;3984849;13318
83243;523940;80059
83244;6679260;49014
83245;8293075;6538
83246;2039756;51971
83247;5875465;54540
83248;5328882;69551
83249;7339115;60542
83250;5475093;31030
83251;1472278;76970
83252;359468;86565
83253;3211334;25155
83254;2629401;64346
83255;3068314;74044
83256;9779548;35959
83257;4502369;5715
83258;7497860;17320
83259;5029051;37088
83260;7282258;54842
83261;8995818;40675
83262;4401341;72451
83263;3822073;74772
83264;369472;115488
83265;4512745;62839
83266;4393429;49451
83267;1101053;5131
83268;9004698;116906
83269;6758985;85135
83270;4340762;10861
83271;541360;103441
83272;58954;14061
83273;1090651;81751
83274;7472969;10255
83275;7204088;1847
83276;5129514;66308
83277;555753;44334
83278;9966554;90449
83279;3583359;111933
83280;2188692;62965
83281;8520947;76080
83282;4368406;110068
83283;1929519;97057
83284;3931809;68357
83285;6923390;86240
83286;1927193;78657
83287;3381036;93495
83288;8799586;84991
83289;4786585;71344
83290;4083087;11687
83291;9475065;74681
83292;9963503;28801
83293;5091716;106707
83294;4697629;63245
83295;5785797;50803
83296;7964191;72055
83297;9541361;112439
83298;2763972;58045
83299;9106151;82724
83300;6044207;63611
83301;792620;86635
83302;3802555;77426
83303;4522650;68263
83304;2706938;50381
83305;6311904;13870
83306;5006045;92880
83307;6398603;44515
83308;1436868;3472
83309;3920247;72323
83310;8666617;41252
83311;4407521;97876
83312;4986625;111259
83313;2671582;52167
83314;5554738;22916
83315;3509967;29738
83316;7596494;87939
83317;7751029;76958
83318;5151997;94610
83319;6954435;6991
83320;5637435;79150
83321;6205478;81286
83322;3385985;65842
83323;8582562;73504
83324;251500;13349
83325;1853431;101550
83326;3944271;102281
83327;7338310;62274
83328;3488779;36770
83329;9245258;111907
83330;7344260;58851
83331;217002;53176
83332;4765290;87541
83333;6965842;85565
83334;7128548;12529
83335;1792794;94459
83336;5340403;42277
83337;1212156;72704
83338;1396268;55351
83339;5809340;26255
83340;2192683;68990
83341;5649100;49566
83342;2410679;20653
83343;9439134;41560
83344;6439100;94767
83345;2467673;47412
83346;5268845;106865
83347;2070743;85757
83348;1653884;19054
83349;6315872;26476
83350;3107886;36177
83351;4404291;76063
83352;9647108;73098
83353;750683;34237
83354;8189034;3536
83355;4645039;86574
83356;31592;28597
83357;5380802;32954
83358;5923234;109940
83359;1016892;9620
83360;4909286;73554
83361;3314047;91619
83362;9803285;38358
83363;9326754;35232
83364;2822944;87820
83365;3743084;94430
83366;1703501;79691
83367;277666;105308
83368;4298025;6660
83369;2975065;29305
83370;1799909;49102
83371;7893006;77659
83372;3755615;8271
83373;7059063;105648
83374;8797451;57237
83375;924283;28644
83376;4959505;48058
83377;3843814;85849
83378;7565014;43252
83379;1478550;13448
83380;5550794;70293
83381;8995820;104199
83382;9678826;89147
83383;3518054;103299
83384;3531947;115154
83385;7762431;97038
83386;8345490;75296
83387;5981658;44023
83388;2004062;64065
83389;9013014;57222
83390;9300553;112733
83391;6813699;84786
83392;6017439;15106
83393;9642650;74263
83394;5445220;42943
83395;1607173;92680
83396;9827607;66981
83397;4238373;55563
83398;2259027;25543
83399;1960175;119610
83400;316105;3651
83401;2196293;52620
83402;6156909;74424
83403;4422663;67020
83404;65927;109629
83405;7995056;49180
83406;425611;18353
83407;8938833;100254
83408;2797595;14610
83409;753589;9402
83410;5272749;89192
83411;2672254;27035
83412;37724;90264
83413;3269971;80313
83414;9507304;85564
83415;8926257;117063
83416;9332228;77304
83417;305028;23885
83418;3108428;65620
83419;2889794;119069
83420;6558894;72411
83421;1422265;92361
83422;3507673;30660
83423;1849681;26655
83424;2802266;82407
83425;9754062;92481
83426;3287716;66225
83427;746507;9717
83428;8751924;106915
83429;3018227;50227
83430;2433985;5903
83431;3118229;2676
83432;5772182;17275
83433;8918661;101694
83434;8243694;3189
83435;637476;11440
83436;7395326;61173
83437;9932718;116437
83438;1559406;80851
83439;5984558;73909
83440;73731;207
83441;3431918;14294
83442;3796981;96785
83443;6465099;106196
83444;677317;41947
83445;3823380;69515
83446;91292;11231
83447;7581393;39625
83448;6908140;65161
83449;143526;62739
83450;8149114;1288
83451;2867334;62536
83452;1609477;113075
83453;4823188;61080
83454;7582842;65148
83455;7416004;110739
83456;8722517;24338
83457;1120779;109760
83458;6295454;8603
83459;1517613;76697
83460;2948857;49847
83461;6573840;25725
83462;6078476;25149
83463;7606009;61734
83464;3554904;35625
83465;349720;13102
83466;7138301;16608
83467;8543081;25600
83468;1632926;61621
83469;4760981;56255
83470;8483648;75889
83471;9027676;56265
83472;1344067;52094
83473;6798837;90408
83474;272359;3143
83475;5210744;32133
83476;3853512;38039
83477;9072689;16659
83478;4204283;28662
83479;9641230;110310
83480;3754856;105058
83481;1878137;5636
83482;9233978;36925
83483;8128402;117363
83484;2163045;113927
83485;9886954;53900
83486;1519212;87263
83487;7108338;40798
83488;2331043;22601
83489;5505526;61201
83490;5937641;118729
83491;1859603;47084
83492;7191606;34493
83493;1107684;91423
83494;9046553;55462
83495;4858535;115883
83496;7995152;88556
83497;2325584;87055
83498;6614690;50886
83499;5258523;81210
83500;5041238;51620
83501;3074222;92505
83502;6894318;76699
83503;6500631;67152
83504;6659613;109838
83505;356951;115726
83506;1759256;96983
83507;4662586;4973
83508;8924574;47300
83509;9953291;74413
83510;5199900;75619
83511;5392114;115446
83512;3606460;70949
83513;9186084;97590
83514;6946121;99779
83515;4536166;96818
83516;5895041;113312
83517;9517941;12348
83518;5393651;35393
83519;104484;115070
83520;9221015;6055
83521;1869170;39002
83522;8688235;20688
83523;7863403;60233
83524;2704550;79959
83525;6920797;57632
83526;870367;93980
83527;5669459;112447
83528;8925154;38010
83529;361202;40607
83530;9123166;50923
83531;4606748;20286
83532;7718248;74697
83533;6012118;91447
83534;4022789;118553
83535;6143766;45605
83536;6943356;43800
83537;9953835;28580
83538;1672892;63493
83539;5271181;21630
83540;4172934;380
83541;3187037;68014
83542;805993;7903
83543;2483945;104108
83544;1930438;23992
83545;5580957;33738
83546;3605671;105020
83547;5253710;11665
83548;337648;116434
83549;4050858;18703
83550;5875861;54755
83551;7820117;13295
83552;5411078;30090
83553;1011268;66458
83554;7294230;74414
83555;3180838;106975
83556;9095014;43283
83557;2162633;103175
83558;4845917;87836
83559;2335775;40398
83560;557714;99974
83561;5911566;47654
83562;7538602;16793
83563;389790;48394
83564;226785;22197
83565;4992491;24700
83566;3602177;90348
83567;173865;19039
83568;3067521;67075
83569;5206645;60763
83570;9346440;101049
83571;283452;51612
83572;4070447;76997
83573;9930255;58779
83574;8513156;49351
83575;4096825;31646
83576;9583265;82851
83577;2648721;82563
83578;8129494;80291
83579;650823;119790
83580;6050970;21401
83581;3375962;47276
83582;4024890;11396
83583;3390702;97974
83584;7312215;84167
83585;1349513;68512
83586;3876728;21538
83587;2063867;49206
83588;8972262;14782
83589;5936171;26999
83590;2115461;96480
83591;1637981;95735
83592;1710023;118027
83593;2445082;92186
83594;8291392;28081
83595;1917621;101447
83596;5155545;112130
83597;6468183;106324
83598;8767218;118986
83599;9737165;59202
83600;6213388;113964
83601;9399035;43270
83602;6866422;16583
83603;7266613;73275
83604;5165896;99173
83605;1213818;93404
83606;7509462;33465
83607;4247087;103979
83608;5301304;20308
83609;3194520;31852
83610;6089752;6790
83611;3382543;63471
83612;5098048;37545
83613;5652600;58843
83614;4487069;118257
83615;3479821;113726
83616;4636162;118488
83617;3429513;68544
83618;1893524;1855
83619;7718909;47606
83620;99360;60054
83621;7495568;100696
83622;7635721;53852
83623;4435960;31612
83624;9920900;12798
83625;2250249;117415
83626;9042814;7222
83627;687768;116393
83628;536322;102320
83629;1688145;44455
83630;2182080;12760
83631;2908994;117629
83632;5316150;79697
83633;2908103;110712
83634;4601006;78037
83635;5895514;99363
83636;3926887;105158
83637;4159282;27911
83638;2421690;43663
83639;3598255;44080
83640;2493072;107540
83641;4379134;104089
83642;7461085;52231
83643;4980991;59479
83644;9800037;3390
83645;6067430;58899
83646;1279206;44294
83647;6772087;119713
83648;3150323;109179
83649;7441674;94944
83650;986178;110427
83651;598694;98999
83652;5748540;98519
83653;5082380;96914
83654;5520456;80327
83655;2665124;27801
83656;3448798;112395
83657;58953;46341
83658;2363333;118834
83659;320741;25732
83660;6498067;41705
83661;3280374;96327
83662;7495890;113579
83663;1331205;96230
83664;6585709;63118
83665;2156325;74156
83666;4599770;115168
83667;765892;22473
83668;8162897;44366
83669;1866151;89778
83670;5549852;99295
83671;6680025;76148
83672;408412;100147
83673;7915501;13888
83674;3902192;53461
83675;5379518;1472
83676;2207166;67067
83677;8138496;17428
83678;1779609;59351
83679;4370963;10291
83680;271381;70331
83681;2288806;52728
83682;4916306;113974
83683;2800814;99225
83684;3016202;19623
83685;7787473;12470
83686;8635963;78520
83687;961834;91003
83688;9622836;8983
83689;3783685;97517
83690;1926696;19491
83691;7423962;9414
83692;5464970;27086
83693;2639591;34501
83694;1469110;36214
83695;3911767;89937
83696;9878902;112133
83697;292333;26600
83698;133178;25051
83699;7478047;12720
83700;2444714;25617
83701;1866784;21880
83702;2225029;5859
83703;2775041;106101
83704;4034084;84214
83705;5136486;108852
83706;6567853;74045
83707;8708196;36514
83708;9693740;75314
83709;3196786;102373
83710;9013694;85578
83711;5582416;38255
83712;7376660;29039
83713;4182751;57292
83714;5941758;84944
83715;4729550;33947
83716;2437258;109793
83717;8546091;113065
83718;832898;64530
